id_ip,id_institution,id_institution_subnet
124135,0,0
124147,0,0
125486,0,0
125849,0,0
126803,0,0
126979,0,0
127711,0,0
127981,0,0
129327,0,0
129618,0,0
131097,0,0
131276,0,0
133485,0,0
133804,0,0
133852,0,0
134198,0,0
134421,0,0
134634,0,0
135317,0,0
135713,0,0
136615,0,0
136876,0,0
137476,0,0
138681,0,0
140241,0,0
142295,0,0
142451,0,0
143433,0,0
143746,0,0
144196,0,0
144530,0,0
144808,0,0
145132,0,0
145475,0,0
146252,0,0
146304,0,0
146676,0,0
148212,0,0
148482,0,0
148676,0,0
149913,0,0
150169,0,0
150193,0,0
150673,0,0
150980,0,0
151369,0,0
151393,0,0
151823,0,0
151908,0,0
153541,0,0
154758,0,0
155255,0,0
155406,0,0
155586,0,0
155622,0,0
155837,0,0
156804,0,0
157585,0,0
158152,0,0
158814,0,0
158853,0,0
158941,0,0
159833,0,0
161119,0,0
161247,0,0
161565,0,0
162470,0,0
166361,0,0
167277,0,0
167744,0,0
168294,0,0
168422,0,0
169560,0,0
170268,0,0
172903,0,0
173426,0,0
174450,0,0
174484,0,0
174608,0,0
175579,0,0
175832,0,0
175870,0,0
176268,0,0
176351,0,0
176569,0,0
176636,0,0
177664,0,0
177696,0,0
177698,0,0
178403,0,0
179181,0,0
179424,0,0
179566,0,0
179734,0,0
180936,0,0
181745,0,0
181985,0,0
182318,0,0
183299,0,0
183688,0,0
184157,0,0
184320,0,0
185125,0,0
185327,0,0
185409,0,0
185665,0,0
187317,0,0
187618,0,0
188139,0,0
190326,0,0
190642,0,0
191312,0,0
191631,0,0
191776,0,0
191936,0,0
193931,0,0
194740,0,0
194766,0,0
199090,0,0
199984,0,0
200607,0,0
201425,0,0
201846,0,0
204651,0,0
204927,0,0
205039,0,0
205168,0,0
205490,0,0
206455,0,0
206456,0,0
206540,0,0
206973,0,0
207542,0,0
207865,0,0
207981,0,0
209007,0,0
209375,0,0
209529,0,0
209718,0,0
209883,0,0
210301,0,0
211216,0,0
211444,0,0
212369,0,0
214341,0,0
215626,0,0
215655,0,0
217297,0,0
217529,0,0
217957,0,0
219152,0,0
220635,0,0
220882,0,0
221198,0,0
222294,0,0
222359,0,0
223892,0,0
224433,0,0
225307,0,0
226683,0,0
228873,0,0
229066,0,0
229786,0,0
229816,0,0
230257,0,0
230306,0,0
230390,0,0
230432,0,0
230471,0,0
231281,0,0
231942,0,0
232786,0,0
233308,0,0
234328,0,0
235735,0,0
236343,0,0
236390,0,0
236672,0,0
236733,0,0
236937,0,0
236984,0,0
237533,0,0
238137,0,0
238471,0,0
239485,0,0
240068,0,0
240397,0,0
240955,0,0
241363,0,0
241800,0,0
241916,0,0
241982,0,0
242303,0,0
242496,0,0
242647,0,0
242827,0,0
242921,0,0
243251,0,0
243453,0,0
244162,0,0
244326,0,0
244554,0,0
246501,0,0
247895,0,0
248360,0,0
248573,0,0
248981,0,0
249216,0,0
249825,0,0
250152,0,0
250800,0,0
250880,0,0
251046,0,0
251190,0,0
251656,0,0
252770,0,0
252848,0,0
253196,0,0
253785,0,0
253869,0,0
254716,0,0
256341,0,0
256354,0,0
256756,0,0
258003,0,0
258451,0,0
259444,0,0
259702,0,0
260076,0,0
260569,0,0
260801,0,0
262086,0,0
262261,0,0
263129,0,0
263957,0,0
264009,0,0
264065,0,0
264097,0,0
264948,0,0
266539,0,0
266841,0,0
267705,0,0
267773,0,0
268018,0,0
268657,0,0
269330,0,0
270190,0,0
270352,0,0
271181,0,0
271957,0,0
272680,0,0
273157,0,0
274092,0,0
274174,0,0
274302,0,0
274796,0,0
275103,0,0
275225,0,0
276550,0,0
276558,0,0
276637,0,0
276664,0,0
279279,0,0
280947,0,0
281146,0,0
282291,0,0
282934,0,0
283289,0,0
283763,0,0
284318,0,0
284459,0,0
284956,0,0
285241,0,0
285869,0,0
286538,0,0
287015,0,0
287076,0,0
287809,0,0
288065,0,0
288507,0,0
290274,0,0
290630,0,0
290883,0,0
291062,0,0
291779,0,0
291881,0,0
292073,0,0
292899,0,0
293761,0,0
295050,0,0
295496,0,0
296327,0,0
297172,0,0
297396,0,0
297882,0,0
299419,0,0
301628,0,0
301914,0,0
302311,0,0
302430,0,0
303035,0,0
303272,0,0
303368,0,0
303726,0,0
303922,0,0
303986,0,0
304234,0,0
304926,0,0
305201,0,0
305430,0,0
305976,0,0
307500,0,0
308118,0,0
308613,0,0
309140,0,0
312079,0,0
312764,0,0
313045,0,0
313369,0,0
313529,0,0
314385,0,0
314521,0,0
317847,0,0
318244,0,0
318386,0,0
318584,0,0
319322,0,0
320364,0,0
320514,0,0
320765,0,0
321068,0,0
321163,0,0
321191,0,0
321234,0,0
321716,0,0
322109,0,0
322301,0,0
323626,0,0
324945,0,0
324979,0,0
325255,0,0
325358,0,0
326451,0,0
329222,0,0
330374,0,0
331188,0,0
331708,0,0
333580,0,0
333668,0,0
333892,0,0
334562,0,0
334785,0,0
334941,0,0
335717,0,0
335791,0,0
339324,0,0
339717,0,0
339795,0,0
340759,0,0
341231,0,0
342636,0,0
343327,0,0
344684,0,0
344689,0,0
345909,0,0
347106,0,0
347367,0,0
347656,0,0
347954,0,0
348669,0,0
348886,0,0
349284,0,0
350983,0,0
351796,0,0
353088,0,0
353473,0,0
354801,0,0
354874,0,0
355004,0,0
355252,0,0
355733,0,0
355900,0,0
356533,0,0
356718,0,0
357028,0,0
357657,0,0
357706,0,0
359488,0,0
360263,0,0
360303,0,0
362047,0,0
364159,0,0
364167,0,0
364213,0,0
365506,0,0
365825,0,0
366998,0,0
367073,0,0
367764,0,0
368233,0,0
369022,0,0
369501,0,0
370490,0,0
370691,0,0
372514,0,0
372686,0,0
372951,0,0
373810,0,0
373826,0,0
376957,0,0
377407,0,0
378891,0,0
379240,0,0
379343,0,0
379349,0,0
379390,0,0
380059,0,0
381732,0,0
381762,0,0
381938,0,0
383088,0,0
384055,0,0
385098,0,0
385524,0,0
385558,0,0
385648,0,0
386387,0,0
386595,0,0
386888,0,0
387378,0,0
387508,0,0
388613,0,0
388918,0,0
388939,0,0
389198,0,0
389211,0,0
389449,0,0
389795,0,0
390044,0,0
390077,0,0
391325,0,0
391352,0,0
392467,0,0
392526,0,0
393313,0,0
394040,0,0
394981,0,0
395168,0,0
395735,0,0
395761,0,0
395774,0,0
395999,0,0
396752,0,0
396802,0,0
397053,0,0
398444,0,0
398895,0,0
399478,0,0
400137,0,0
400523,0,0
400912,0,0
401103,0,0
401388,0,0
402276,0,0
402455,0,0
403800,0,0
406055,0,0
406231,0,0
406548,0,0
406704,0,0
408076,0,0
408576,0,0
408905,0,0
409651,0,0
410091,0,0
410104,0,0
410203,0,0
411817,0,0
412726,0,0
413099,0,0
413648,0,0
413680,0,0
414655,0,0
415180,0,0
415554,0,0
416485,0,0
416986,0,0
417082,0,0
417242,0,0
419273,0,0
420783,0,0
420912,0,0
421597,0,0
421683,0,0
421958,0,0
422707,0,0
423871,0,0
424421,0,0
424648,0,0
424842,0,0
425792,0,0
425865,0,0
426107,0,0
426214,0,0
428211,0,0
428415,0,0
428565,0,0
428995,0,0
429626,0,0
430370,0,0
430967,0,0
432088,0,0
432548,0,0
433551,0,0
434102,0,0
434311,0,0
434537,0,0
434655,0,0
435121,0,0
435897,0,0
436734,0,0
437582,0,0
438601,0,0
438913,0,0
440827,0,0
441177,0,0
441227,0,0
442531,0,0
442709,0,0
442938,0,0
443192,0,0
443599,0,0
443725,0,0
443730,0,0
443787,0,0
443789,0,0
444375,0,0
444727,0,0
445911,0,0
446011,0,0
446081,0,0
446869,0,0
447460,0,0
448564,0,0
450201,0,0
451020,0,0
451475,0,0
452228,0,0
452383,0,0
452839,0,0
454036,0,0
454375,0,0
454563,0,0
455032,0,0
455053,0,0
455504,0,0
456705,0,0
456737,0,0
456872,0,0
457332,0,0
457605,0,0
458595,0,0
460665,0,0
461608,0,0
463212,0,0
464120,0,0
464163,0,0
467164,0,0
468202,0,0
468350,0,0
470977,0,0
471355,0,0
472452,0,0
472775,0,0
472923,0,0
474146,0,0
474350,0,0
474763,0,0
474965,0,0
475341,0,0
476225,0,0
476809,0,0
476876,0,0
479021,0,0
479481,0,0
480352,0,0
481930,0,0
482149,0,0
482662,0,0
482851,0,0
483400,0,0
484037,0,0
484066,0,0
484135,0,0
485012,0,0
485103,0,0
485111,0,0
487515,0,0
488210,0,0
488825,0,0
489111,0,0
489371,0,0
489529,0,0
492726,0,0
492830,0,0
492885,0,0
493185,0,0
493218,0,0
494904,0,0
497308,0,0
497404,0,0
497497,0,0
497504,0,0
497949,0,0
500116,0,0
500297,0,0
500628,0,0
501319,0,0
502034,0,0
503908,0,0
504527,0,0
504887,0,0
505666,0,0
506391,0,0
507041,0,0
507240,0,0
508345,0,0
508844,0,0
508911,0,0
509562,0,0
509578,0,0
510179,0,0
510887,0,0
511845,0,0
512528,0,0
512777,0,0
513223,0,0
513978,0,0
514747,0,0
515790,0,0
516969,0,0
518063,0,0
518403,0,0
520153,0,0
522795,0,0
524391,0,0
524512,0,0
525287,0,0
525492,0,0
525899,0,0
527207,0,0
528432,0,0
528834,0,0
529803,0,0
530307,0,0
531075,0,0
531413,0,0
531746,0,0
531997,0,0
532093,0,0
532844,0,0
533034,0,0
533372,0,0
533492,0,0
533756,0,0
534089,0,0
534526,0,0
535737,0,0
536119,0,0
537216,0,0
537515,0,0
538701,0,0
541186,0,0
541889,0,0
542219,0,0
542236,0,0
543281,0,0
543675,0,0
544046,0,0
544543,0,0
544556,0,0
544613,0,0
545051,0,0
545599,0,0
546307,0,0
546742,0,0
546749,0,0
546815,0,0
547046,0,0
547122,0,0
547440,0,0
547738,0,0
548326,0,0
550709,0,0
551341,0,0
551882,0,0
552076,0,0
552266,0,0
553223,0,0
553409,0,0
553515,0,0
553667,0,0
554004,0,0
555133,0,0
555982,0,0
556203,0,0
556583,0,0
556618,0,0
557588,0,0
557973,0,0
558110,0,0
558718,0,0
560207,0,0
564435,0,0
564454,0,0
564484,0,0
564653,0,0
566068,0,0
566748,0,0
567485,0,0
567521,0,0
568293,0,0
569647,0,0
571676,0,0
572260,0,0
572687,0,0
574964,0,0
575169,0,0
576609,0,0
579061,0,0
579336,0,0
579755,0,0
579894,0,0
582544,0,0
583342,0,0
583475,0,0
583696,0,0
584079,0,0
584497,0,0
586428,0,0
586585,0,0
586686,0,0
589170,0,0
589212,0,0
589356,0,0
589662,0,0
589968,0,0
590252,0,0
590351,0,0
590709,0,0
591685,0,0
592666,0,0
593515,0,0
595821,0,0
596183,0,0
596428,0,0
596640,0,0
597042,0,0
598009,0,0
598307,0,0
598339,0,0
599089,0,0
599190,0,0
600115,0,0
600256,0,0
601243,0,0
601733,0,0
602657,0,0
603338,0,0
603375,0,0
603820,0,0
603873,0,0
604649,0,0
605107,0,0
606178,0,0
606532,0,0
607812,0,0
609046,0,0
609976,0,0
610010,0,0
610804,0,0
611486,0,0
611771,0,0
613509,0,0
613866,0,0
614376,0,0
615162,0,0
615680,0,0
616293,0,0
616907,0,0
617949,0,0
618044,0,0
618107,0,0
618447,0,0
618533,0,0
618796,0,0
618865,0,0
618873,0,0
618884,0,0
619238,0,0
619425,0,0
619891,0,0
619951,0,0
620133,0,0
620797,0,0
621595,0,0
622912,0,0
623150,0,0
623809,0,0
625490,0,0
626599,0,0
626876,0,0
626961,0,0
627366,0,0
628049,0,0
629062,0,0
630095,0,0
631370,0,0
631374,0,0
631751,0,0
632460,0,0
633051,0,0
633123,0,0
633258,0,0
633485,0,0
634026,0,0
634300,0,0
634808,0,0
635131,0,0
635142,0,0
636941,0,0
637222,0,0
637296,0,0
637553,0,0
637578,0,0
638279,0,0
638933,0,0
639110,0,0
639486,0,0
639538,0,0
639803,0,0
639842,0,0
640174,0,0
640291,0,0
640583,0,0
644946,0,0
645395,0,0
645477,0,0
645639,0,0
648141,0,0
649098,0,0
649337,0,0
649452,0,0
649652,0,0
650079,0,0
650362,0,0
651575,0,0
652200,0,0
652382,0,0
653539,0,0
654267,0,0
656237,0,0
656455,0,0
657872,0,0
658083,0,0
659541,0,0
659941,0,0
660053,0,0
660378,0,0
660593,0,0
660618,0,0
661051,0,0
662500,0,0
662855,0,0
663239,0,0
666395,0,0
666525,0,0
666805,0,0
668155,0,0
669267,0,0
669294,0,0
669320,0,0
669928,0,0
670436,0,0
671820,0,0
672854,0,0
673290,0,0
676482,0,0
676884,0,0
677526,0,0
677531,0,0
678562,0,0
678968,0,0
679525,0,0
679827,0,0
680166,0,0
682828,0,0
683483,0,0
683589,0,0
684282,0,0
685139,0,0
685156,0,0
685421,0,0
686472,0,0
686619,0,0
687442,0,0
688217,0,0
688800,0,0
688906,0,0
690430,0,0
690854,0,0
691015,0,0
691856,0,0
693562,0,0
694016,0,0
694583,0,0
695573,0,0
695611,0,0
695719,0,0
695859,0,0
697552,0,0
698870,0,0
699022,0,0
699221,0,0
701140,0,0
701554,0,0
702305,0,0
703231,0,0
703392,0,0
703408,0,0
703451,0,0
706783,0,0
707169,0,0
707759,0,0
708067,0,0
708348,0,0
710030,0,0
710101,0,0
710776,0,0
711394,0,0
711972,0,0
713015,0,0
713257,0,0
713617,0,0
714622,0,0
715458,0,0
716232,0,0
716286,0,0
716537,0,0
717522,0,0
717847,0,0
718247,0,0
718260,0,0
718663,0,0
719213,0,0
719553,0,0
720907,0,0
721336,0,0
722782,0,0
723143,0,0
723380,0,0
723937,0,0
724720,0,0
726896,0,0
727527,0,0
727883,0,0
728146,0,0
728939,0,0
730430,0,0
730682,0,0
730963,0,0
731320,0,0
731895,0,0
733838,0,0
734219,0,0
734563,0,0
735389,0,0
735803,0,0
737006,0,0
737555,0,0
737624,0,0
738396,0,0
738897,0,0
739283,0,0
740398,0,0
741809,0,0
744687,0,0
745318,0,0
747759,0,0
747869,0,0
747990,0,0
748816,0,0
749386,0,0
751465,0,0
751597,0,0
752436,0,0
752872,0,0
753502,0,0
754106,0,0
755059,0,0
756210,0,0
756446,0,0
757107,0,0
758780,0,0
759151,0,0
761250,0,0
762541,0,0
765263,0,0
765670,0,0
767224,0,0
767382,0,0
767820,0,0
767924,0,0
768286,0,0
768497,0,0
769752,0,0
770308,0,0
770596,0,0
772434,0,0
773897,0,0
776234,0,0
777426,0,0
778925,0,0
778994,0,0
780306,0,0
780364,0,0
781162,0,0
781325,0,0
781582,0,0
781678,0,0
782577,0,0
783562,0,0
783942,0,0
784349,0,0
787375,0,0
787868,0,0
790318,0,0
790540,0,0
790556,0,0
791461,0,0
791705,0,0
792041,0,0
793795,0,0
795275,0,0
795564,0,0
797076,0,0
799222,0,0
799433,0,0
800066,0,0
801266,0,0
802545,0,0
802579,0,0
803039,0,0
803381,0,0
803414,0,0
803902,0,0
806169,0,0
806242,0,0
807914,0,0
808795,0,0
808891,0,0
810165,0,0
811220,0,0
811623,0,0
811973,0,0
812626,0,0
812950,0,0
813006,0,0
813198,0,0
813473,0,0
815004,0,0
815700,0,0
815948,0,0
816649,0,0
817765,0,0
819415,0,0
819465,0,0
820229,0,0
820662,0,0
820674,0,0
821465,0,0
821561,0,0
822220,0,0
822445,0,0
822994,0,0
823255,0,0
825093,0,0
826572,0,0
828157,0,0
830692,0,0
833384,0,0
833573,0,0
834343,0,0
835033,0,0
835176,0,0
836825,0,0
837148,0,0
838852,0,0
839005,0,0
839786,0,0
841362,0,0
841914,0,0
842844,0,0
843110,0,0
844363,0,0
844387,0,0
845804,0,0
846475,0,0
848874,0,0
848927,0,0
848976,0,0
849171,0,0
849653,0,0
849684,0,0
849700,0,0
849731,0,0
849885,0,0
849909,0,0
849917,0,0
849992,0,0
850002,0,0
850070,0,0
850218,0,0
850240,0,0
850262,0,0
850346,0,0
850375,0,0
850512,0,0
850515,0,0
850688,0,0
850851,0,0
975932,0,0
983434,0,0
995034,0,0
1273131,0,0
1380011,0,0
1488327,0,0
1488550,0,0
1488565,0,0
1488653,0,0
1488772,0,0
1488888,0,0
1489075,0,0
1489526,0,0
1489641,0,0
1489816,0,0
1489830,0,0
1490286,0,0
1490361,0,0
1490961,0,0
1491011,0,0
1491385,0,0
1491439,0,0
1491485,0,0
1491682,0,0
1491808,0,0
1492057,0,0
1492064,0,0
1492100,0,0
1493103,0,0
1502379,0,0
1502818,0,0
1503154,0,0
1503191,0,0
1503240,0,0
1503686,0,0
1503898,0,0
1504249,0,0
1504598,0,0
1504705,0,0
1504848,0,0
1504855,0,0
1504898,0,0
1505070,0,0
1505146,0,0
1505313,0,0
1505351,0,0
1506332,0,0
1506546,0,0
1506744,0,0
1508165,0,0
1510236,0,0
1510561,0,0
1510571,0,0
1510613,0,0
1510668,0,0
1511456,0,0
1511645,0,0
1511768,0,0
1511964,0,0
1512642,0,0
1512817,0,0
1512833,0,0
1515598,0,0
1515777,0,0
1516027,0,0
1517271,0,0
1517282,0,0
1517515,0,0
1517591,0,0
1517830,0,0
1518169,0,0
1518240,0,0
1518593,0,0
1518596,0,0
1521564,0,0
1521569,0,0
1521911,0,0
1522042,0,0
1522146,0,0
1522354,0,0
1522403,0,0
1522406,0,0
1522564,0,0
1522724,0,0
1522800,0,0
1522945,0,0
1523059,0,0
1523415,0,0
1523485,0,0
1523522,0,0
1523542,0,0
1523580,0,0
1523593,0,0
1523669,0,0
1523978,0,0
1524038,0,0
1524080,0,0
1524298,0,0
1524316,0,0
1524404,0,0
1524438,0,0
1524459,0,0
1527569,0,0
1527703,0,0
1527812,0,0
1527961,0,0
1529594,0,0
1529740,0,0
1529973,0,0
1531098,0,0
1531845,0,0
1531881,0,0
1531909,0,0
1531949,0,0
1531950,0,0
1531993,0,0
1532003,0,0
1532026,0,0
1532080,0,0
1532196,0,0
1532200,0,0
1532214,0,0
1532296,0,0
1532304,0,0
1532405,0,0
1532660,0,0
1532667,0,0
1532699,0,0
1532816,0,0
1532834,0,0
1533117,0,0
1533126,0,0
1533158,0,0
1533184,0,0
1533266,0,0
1533344,0,0
1533362,0,0
1533461,0,0
1533579,0,0
1533602,0,0
1533624,0,0
1533673,0,0
1533768,0,0
1535467,0,0
1535977,0,0
1536265,0,0
1537090,0,0
1537156,0,0
1537635,0,0
1538009,0,0
1538074,0,0
1538123,0,0
1538442,0,0
1538463,0,0
1538535,0,0
1538564,0,0
1538567,0,0
1538680,0,0
1538702,0,0
1538779,0,0
1538817,0,0
1539063,0,0
1540365,0,0
1540423,0,0
1540469,0,0
1540538,0,0
1540761,0,0
1541100,0,0
1541109,0,0
1541215,0,0
1541575,0,0
1541603,0,0
1541771,0,0
1542240,0,0
1542283,0,0
1542339,0,0
1542351,0,0
1542781,0,0
1543137,0,0
1544741,0,0
1545310,0,0
1545645,0,0
1545849,0,0
1545914,0,0
1546094,0,0
1546369,0,0
1546599,0,0
1546833,0,0
1548318,0,0
1548654,0,0
1549288,0,0
1549532,0,0
1550140,0,0
1550206,0,0
1551565,0,0
1552086,0,0
1552139,0,0
1552381,0,0
1552941,0,0
1555363,0,0
1555652,0,0
1556575,0,0
1556821,0,0
1557421,0,0
1557548,0,0
1557551,0,0
1560723,0,0
1561702,0,0
1561779,0,0
1561807,0,0
1561972,0,0
1562170,0,0
1562274,0,0
1562337,0,0
1562530,0,0
1562618,0,0
1562640,0,0
1563980,0,0
1564353,0,0
1564362,0,0
1564387,0,0
1564404,0,0
1564708,0,0
1564831,0,0
1564987,0,0
1565245,0,0
1567451,0,0
1567526,0,0
1567560,0,0
1567804,0,0
1567873,0,0
1568093,0,0
1568126,0,0
1568286,0,0
1570434,0,0
1570516,0,0
1570777,0,0
1571931,0,0
1572540,0,0
1572608,0,0
1573847,0,0
1575174,0,0
1575358,0,0
1575433,0,0
1576081,0,0
1576554,0,0
1577856,0,0
1580236,0,0
1580321,0,0
1580627,0,0
1581856,0,0
1583101,0,0
1583102,0,0
1583296,0,0
1585319,0,0
1585385,0,0
1587565,0,0
1588596,0,0
1588605,0,0
1592167,0,0
1593648,0,0
1593844,0,0
1594293,0,0
1597373,0,0
1598234,0,0
1598484,0,0
1598552,0,0
1599588,0,0
1599829,0,0
1600660,0,0
1601118,0,0
1601276,0,0
1601311,0,0
1601317,0,0
1601450,0,0
1601989,0,0
1602375,0,0
1602557,0,0
1603032,0,0
1603094,0,0
1603108,0,0
1603318,0,0
1603322,0,0
1603366,0,0
1603623,0,0
1605102,0,0
1605157,0,0
1605267,0,0
1606346,0,0
1607035,0,0
1607299,0,0
1607993,0,0
1608957,0,0
1610613,0,0
1610906,0,0
1611190,0,0
1611321,0,0
1611322,0,0
1611327,0,0
1611386,0,0
1612380,0,0
1612458,0,0
1612655,0,0
1612679,0,0
1613242,0,0
1614105,0,0
1614227,0,0
1614322,0,0
1614487,0,0
1615107,0,0
1615456,0,0
1615532,0,0
1616240,0,0
1616425,0,0
1616442,0,0
1616796,0,0
1617200,0,0
1617334,0,0
1617417,0,0
1617537,0,0
1617584,0,0
1617664,0,0
1617701,0,0
1617764,0,0
1617902,0,0
1617925,0,0
1617931,0,0
1618743,0,0
1618747,0,0
1618774,0,0
1618872,0,0
1618945,0,0
1619293,0,0
1619296,0,0
1619334,0,0
1619340,0,0
1619944,0,0
1620022,0,0
1620148,0,0
1620219,0,0
1620295,0,0
1620632,0,0
1621014,0,0
1621958,0,0
1622948,0,0
1622999,0,0
1623269,0,0
1623781,0,0
1623888,0,0
1624286,0,0
1624364,0,0
1624645,0,0
1624996,0,0
1625024,0,0
1625480,0,0
1625830,0,0
1626010,0,0
1626561,0,0
1627208,0,0
1627316,0,0
1627319,0,0
1627344,0,0
1627399,0,0
1627632,0,0
1627659,0,0
1627707,0,0
1627714,0,0
1628208,0,0
1628236,0,0
1628596,0,0
1628711,0,0
1628767,0,0
1628871,0,0
1629061,0,0
1629207,0,0
1629212,0,0
1629251,0,0
1629260,0,0
1629264,0,0
1629662,0,0
1629727,0,0
1629735,0,0
1629736,0,0
1629786,0,0
1629807,0,0
1629849,0,0
1630336,0,0
1631854,0,0
1634092,0,0
1634709,0,0
1635102,0,0
1635437,0,0
1640801,0,0
1642740,0,0
1646236,0,0
1646494,0,0
1650494,0,0
1651267,0,0
1651727,0,0
1656793,0,0
1656847,0,0
1656883,0,0
1657471,0,0
1660170,0,0
1661077,0,0
1661472,0,0
1661898,0,0
1662081,0,0
1663296,0,0
1664950,0,0
1666167,0,0
1666637,0,0
1667158,0,0
1667199,0,0
1668637,0,0
1668968,0,0
1670584,0,0
1670856,0,0
1671055,0,0
1671304,0,0
1673239,0,0
1673345,0,0
1673362,0,0
1673873,0,0
1676230,0,0
1676335,0,0
1678679,0,0
1678878,0,0
1679139,0,0
1679336,0,0
1680233,0,0
1680695,0,0
1681237,0,0
1681687,0,0
1681882,0,0
1682105,0,0
1707612,0,0
1709242,0,0
1711819,0,0
1713777,0,0
1713850,0,0
1718762,0,0
1721320,0,0
1722781,0,0
1724774,0,0
1725007,0,0
1725240,0,0
1726631,0,0
1727588,0,0
1728829,0,0
1730199,0,0
1730616,0,0
1732111,0,0
1732491,0,0
1733714,0,0
1734454,0,0
1736719,0,0
1737288,0,0
1737299,0,0
1737816,0,0
1738806,0,0
1742857,0,0
1744972,0,0
1747237,0,0
1750407,0,0
1750964,0,0
1750993,0,0
1751353,0,0
1753236,0,0
1753268,0,0
1753279,0,0
1754573,0,0
1754993,0,0
1758374,0,0
1762740,0,0
1764339,0,0
1766762,0,0
1768677,0,0
1769922,0,0
1776639,0,0
1793611,0,0
1812242,0,0
1812863,0,0
1812939,0,0
1813276,0,0
1813310,0,0
1813397,0,0
1813840,0,0
1815902,0,0
1831263,0,0
1831563,0,0
1834290,0,0
1834901,0,0
1835125,0,0
1837736,0,0
