id_time,time
122,2024-02-08 00:00:00+00:00
123,2024-02-09 00:00:00+00:00
124,2024-02-10 00:00:00+00:00
125,2024-02-11 00:00:00+00:00
126,2024-02-12 00:00:00+00:00
127,2024-02-13 00:00:00+00:00
128,2024-02-14 00:00:00+00:00
129,2024-02-15 00:00:00+00:00
130,2024-02-16 00:00:00+00:00
131,2024-02-17 00:00:00+00:00
132,2024-02-18 00:00:00+00:00
133,2024-02-19 00:00:00+00:00
134,2024-02-20 00:00:00+00:00
135,2024-02-21 00:00:00+00:00
136,2024-02-22 00:00:00+00:00
137,2024-02-23 00:00:00+00:00
138,2024-02-24 00:00:00+00:00
139,2024-02-25 00:00:00+00:00
140,2024-02-26 00:00:00+00:00
141,2024-02-27 00:00:00+00:00
142,2024-02-28 00:00:00+00:00
143,2024-02-29 00:00:00+00:00
144,2024-03-01 00:00:00+00:00
145,2024-03-02 00:00:00+00:00
146,2024-03-03 00:00:00+00:00
147,2024-03-04 00:00:00+00:00
148,2024-03-05 00:00:00+00:00
149,2024-03-06 00:00:00+00:00
150,2024-03-07 00:00:00+00:00
151,2024-03-08 00:00:00+00:00
152,2024-03-09 00:00:00+00:00
153,2024-03-10 00:00:00+00:00
154,2024-03-11 00:00:00+00:00
155,2024-03-12 00:00:00+00:00
156,2024-03-13 00:00:00+00:00
157,2024-03-14 00:00:00+00:00
158,2024-03-15 00:00:00+00:00
159,2024-03-16 00:00:00+00:00
160,2024-03-17 00:00:00+00:00
161,2024-03-18 00:00:00+00:00
162,2024-03-19 00:00:00+00:00
163,2024-03-20 00:00:00+00:00
164,2024-03-21 00:00:00+00:00
165,2024-03-22 00:00:00+00:00
166,2024-03-23 00:00:00+00:00
167,2024-03-24 00:00:00+00:00
168,2024-03-25 00:00:00+00:00
169,2024-03-26 00:00:00+00:00
170,2024-03-27 00:00:00+00:00
171,2024-03-28 00:00:00+00:00
172,2024-03-29 00:00:00+00:00
173,2024-03-30 00:00:00+00:00
174,2024-03-31 00:00:00+00:00
175,2024-04-01 00:00:00+00:00
176,2024-04-02 00:00:00+00:00
177,2024-04-03 00:00:00+00:00
178,2024-04-04 00:00:00+00:00
179,2024-04-05 00:00:00+00:00
180,2024-04-06 00:00:00+00:00
181,2024-04-07 00:00:00+00:00
182,2024-04-08 00:00:00+00:00
183,2024-04-09 00:00:00+00:00
184,2024-04-10 00:00:00+00:00
185,2024-04-11 00:00:00+00:00
186,2024-04-12 00:00:00+00:00
187,2024-04-13 00:00:00+00:00
188,2024-04-14 00:00:00+00:00
189,2024-04-15 00:00:00+00:00
190,2024-04-16 00:00:00+00:00
191,2024-04-17 00:00:00+00:00
192,2024-04-18 00:00:00+00:00
193,2024-04-19 00:00:00+00:00
194,2024-04-20 00:00:00+00:00
195,2024-04-21 00:00:00+00:00
196,2024-04-22 00:00:00+00:00
197,2024-04-23 00:00:00+00:00
198,2024-04-24 00:00:00+00:00
199,2024-04-25 00:00:00+00:00
200,2024-04-26 00:00:00+00:00
201,2024-04-27 00:00:00+00:00
202,2024-04-28 00:00:00+00:00
203,2024-04-29 00:00:00+00:00
204,2024-04-30 00:00:00+00:00
205,2024-05-01 00:00:00+00:00
206,2024-05-02 00:00:00+00:00
207,2024-05-03 00:00:00+00:00
208,2024-05-04 00:00:00+00:00
209,2024-05-05 00:00:00+00:00
210,2024-05-06 00:00:00+00:00
211,2024-05-07 00:00:00+00:00
212,2024-05-08 00:00:00+00:00
213,2024-05-09 00:00:00+00:00
214,2024-05-10 00:00:00+00:00
215,2024-05-11 00:00:00+00:00
216,2024-05-12 00:00:00+00:00
217,2024-05-13 00:00:00+00:00
218,2024-05-14 00:00:00+00:00
219,2024-05-15 00:00:00+00:00
220,2024-05-16 00:00:00+00:00
221,2024-05-17 00:00:00+00:00
222,2024-05-18 00:00:00+00:00
223,2024-05-19 00:00:00+00:00
224,2024-05-20 00:00:00+00:00
225,2024-05-21 00:00:00+00:00
226,2024-05-22 00:00:00+00:00
227,2024-05-23 00:00:00+00:00
228,2024-05-24 00:00:00+00:00
229,2024-05-25 00:00:00+00:00
230,2024-05-26 00:00:00+00:00
231,2024-05-27 00:00:00+00:00
232,2024-05-28 00:00:00+00:00
233,2024-05-29 00:00:00+00:00
234,2024-05-30 00:00:00+00:00
235,2024-05-31 00:00:00+00:00
236,2024-06-01 00:00:00+00:00
237,2024-06-02 00:00:00+00:00
238,2024-06-03 00:00:00+00:00
239,2024-06-04 00:00:00+00:00
240,2024-06-05 00:00:00+00:00
241,2024-06-06 00:00:00+00:00
242,2024-06-07 00:00:00+00:00
243,2024-06-08 00:00:00+00:00
244,2024-06-09 00:00:00+00:00
245,2024-06-10 00:00:00+00:00
246,2024-06-11 00:00:00+00:00
247,2024-06-12 00:00:00+00:00
248,2024-06-13 00:00:00+00:00
249,2024-06-14 00:00:00+00:00
250,2024-06-15 00:00:00+00:00
251,2024-06-16 00:00:00+00:00
252,2024-06-17 00:00:00+00:00
253,2024-06-18 00:00:00+00:00
254,2024-06-19 00:00:00+00:00
255,2024-06-20 00:00:00+00:00
256,2024-06-21 00:00:00+00:00
257,2024-06-22 00:00:00+00:00
258,2024-06-23 00:00:00+00:00
259,2024-06-24 00:00:00+00:00
260,2024-06-25 00:00:00+00:00
261,2024-06-26 00:00:00+00:00
262,2024-06-27 00:00:00+00:00
263,2024-06-28 00:00:00+00:00
264,2024-06-29 00:00:00+00:00
265,2024-06-30 00:00:00+00:00
266,2024-07-01 00:00:00+00:00
267,2024-07-02 00:00:00+00:00
268,2024-07-03 00:00:00+00:00
269,2024-07-04 00:00:00+00:00
270,2024-07-05 00:00:00+00:00
271,2024-07-06 00:00:00+00:00
272,2024-07-07 00:00:00+00:00
273,2024-07-08 00:00:00+00:00
274,2024-07-09 00:00:00+00:00
275,2024-07-10 00:00:00+00:00
276,2024-07-11 00:00:00+00:00
277,2024-07-12 00:00:00+00:00
278,2024-07-13 00:00:00+00:00
279,2024-07-14 00:00:00+00:00
